Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;LL;PRB;TMP;BEN;TOL;XIL
28/06/2015;1:00:00;34;2;14;2;108;319;1.5;0;938;29;4.33;1.45;1
28/06/2015;2:00:00;26;2;10;2;100;221;0.9;0;938;26.8;0.8;1.45;0.7
28/06/2015;3:00:00;27;2;14;2;87;14;0.4;0;937;25.4;1.03;0.98;0.75
28/06/2015;4:00:00;29;2;16;2;89;338;0.7;0;937;25;1.65;1.33;0.38
28/06/2015;5:00:00;27;2;11;2;83;329;1.2;0;937;23;1.95;1.1;0.9
28/06/2015;6:00:00;26;2;5;2;106;325;0.8;0;937;24.4;1.05;1.3;1.55
29/06/2015;12:00:00;27;2;3;2;128;224;2.3;0;938;34.2;2.97;2.07;0.67
29/06/2015;13:00:00;24;2;3;2;129;177;2;0;938;35.5;1.35;0.83;0.83
29/06/2015;14:00:00;25;2;8;3;124;206;3.1;0;937;36.3;1.67;0.77;0.33
29/06/2015;15:00:00;25;2;5;2;123;227;3.7;0;937;36.6;2.15;0.55;0.55
29/06/2015;16:00:00;31;2;3;2;119;252;3.9;0;936;37.2;1.08;0.4;1.03
29/06/2015;17:00:00;36;2;2;2;118;228;3.3;0;935;37.8;2.33;0.48;0.63
29/06/2015;18:00:00;41;2;2;2;130;206;3.2;0;935;37.9;0.78;0.73;0.25
29/06/2015;19:00:00;31;2;3;2;130;222;2.7;0;934;37.5;1.45;0.83;0.93
29/06/2015;20:00:00;32;2;3;2;141;266;4.3;0;934;36.8;1.78;0.68;0.7
29/06/2015;21:00:00;40;2;3;2;147;266;4.6;0;935;35.2;0.58;1.9;0.58
29/06/2015;22:00:00;46;2;7;2;121;274;3.5;0;935;33.6;0.85;1.28;0.58
29/06/2015;23:00:00;52;2;6;2;113;282;1.9;0;935;32;1.23;2.3;0.5
29/06/2015;0:00:00;40;2;5;2;110;288;1.6;0;936;30.6;2.3;1.08;0.95
30/06/2015;1:00:00;36;2;7;2;107;289;1;0;936;29.4;1.53;1.48;0.48
30/06/2015;2:00:00;38;2;9;2;96;336;0.5;0;936;27.3;2.08;2.43;0.5
30/06/2015;3:00:00;37;2;10;2;97;69;0.6;0;935;26.5;1.03;3.13;0.68
30/06/2015;4:00:00;41;2;6;2;102;338;0.6;0;935;25;2.23;1.75;0.48
30/06/2015;5:00:00;36;2;7;2;88;294;0.5;0;935;23.7;1.23;1.23;0.65
30/06/2015;6:00:00;30;2;15;2;71;235;0.7;0;935;22.2;1.05;0.75;0.53
30/06/2015;7:00:00;37;3;29;2;59;309;0.3;0;935;21.8;2.65;1.53;0.65
30/06/2015;8:00:00;41;3;42;5;47;250;0.3;0;935;21.5;3.08;0.73;0.5
30/06/2015;9:00:00;45;3;31;8;64;258;0.4;0;935;23.6;2.43;1.8;0.33
30/06/2015;10:00:00;45;3;22;7;92;133;0.6;0;935;27.7;1.53;1.5;0.33
30/06/2015;11:00:00;39;5;17;3;129;154;0.8;0;936;29.8;2.43;1.75;0.28
30/06/2015;12:00:00;42;100;37;3;174;134;2.4;0;935;31.9;5.33;4.7;0.6
30/06/2015;13:00:00;52;48;8;2;138;138;2.7;0;935;33.1;4.4;3.55;0.58
30/06/2015;14:00:00;36;21;5;2;131;180;4.7;0;935;34.6;1.65;1;0.58
30/06/2015;15:00:00;41;2;3;2;123;198;4.7;0;934;35.5;0.9;0.4;0.98
30/06/2015;16:00:00;42;2;4;2;118;205;6.4;0;934;36.2;1.1;2.58;0.55
30/06/2015;17:00:00;67;2;4;2;122;203;6.6;0;933;36.2;1.3;1.4;1.45
30/06/2015;18:00:00;62;2;5;2;120;230;6.7;0;933;35.5;1.85;1.83;0.93
30/06/2015;19:00:00;54;2;5;2;120;247;7.1;0;932;34.8;1.98;0.98;1.18
30/06/2015;20:00:00;57;2;4;2;121;247;6.5;0;932;33.7;1.65;0.73;0.5
30/06/2015;21:00:00;49;2;5;2;124;248;5.8;0;933;32.2;0.53;1.9;0.35
30/06/2015;22:00:00;29;2;4;2;118;247;3.7;0;933;29.8;1.15;2.1;0.65
30/06/2015;23:00:00;39;2;9;2;107;87;1.3;0;934;28.2;0.83;0.68;0.48
30/06/2015;0:00:00;41;2;4;2;105;138;1;0;934;27.1;0.8;1.15;0.7
01/07/2015;1:00:00;6;2;21;2;65;;;;;;;;
01/07/2015;2:00:00;20;2;17;2;65;;;;;;;;
01/07/2015;3:00:00;12;3;17;2;59;;;;;;;;
01/07/2015;4:00:00;14;5;18;3;59;;;;;;;;
01/07/2015;5:00:00;9;4;13;2;64;;;;;;;;
01/07/2015;6:00:00;6;5;20;4;52;;;;;;;;
01/07/2015;7:00:00;5;5;30;4;42;;;;;;;;
01/07/2015;8:00:00;3;5;46;10;30;;;;;;;;
01/07/2015;9:00:00;8;4;43;9;33;;;;;;;;
01/07/2015;10:00:00;12;9;44;5;75;;;;;;;;
01/07/2015;11:00:00;32;188;36;3;95;;;;;;;;
01/07/2015;12:00:00;38;39;22;3;94;;;;;;;;
01/07/2015;13:00:00;13;4;22;3;95;;;;;;;;
01/07/2015;14:00:00;21;4;18;2;97;;;;;;;;
01/07/2015;15:00:00;10;3;19;2;96;;;;;;;;
01/07/2015;16:00:00;10;3;20;2;96;;;;;;;;
01/07/2015;17:00:00;10;6;18;3;95;;;;;;;;
01/07/2015;18:00:00;11;4;24;3;90;;;;;;;;
01/07/2015;19:00:00;9;3;23;2;97;;;;;;;;
01/07/2015;20:00:00;8;2;27;3;85;;;;;;;;
01/07/2015;21:00:00;10;4;33;5;88;;;;;;;;
01/07/2015;22:00:00;28;5;23;3;96;;;;;;;;
01/07/2015;23:00:00;4;2;21;3;94;;;;;;;;
01/07/2015;0:00:00;7;2;19;3;91;;;;;;;;
02/07/2015;1:00:00;9;2;18;2;74;;;;;;;;
02/07/2015;2:00:00;17;2;21;3;62;;;;;;;;
02/07/2015;3:00:00;9;2;13;2;61;;;;;;;;
02/07/2015;4:00:00;7;3;12;2;57;;;;;;;;
02/07/2015;5:00:00;4;2;11;2;57;;;;;;;;
02/07/2015;6:00:00;7;2;11;3;51;;;;;;;;
02/07/2015;7:00:00;7;2;18;5;40;;;;;;;;
02/07/2015;8:00:00;5;2;23;7;33;;;;;;;;
02/07/2015;9:00:00;8;2;30;13;23;;;;;;;;
02/07/2015;10:00:00;10;2;30;14;28;;;;;;;;
02/07/2015;11:00:00;11;2;24;9;44;;;;;;;;
02/07/2015;12:00:00;10;23;35;8;59;;;;;;;;
02/07/2015;13:00:00;10;28;34;7;70;;;;;;;;
02/07/2015;14:00:00;12;9;22;3;92;;;;;;;;
02/07/2015;15:00:00;12;3;22;2;95;;;;;;;;
02/07/2015;16:00:00;7;2;19;3;86;;;;;;;;
02/07/2015;17:00:00;6;2;20;2;78;;;;;;;;
02/07/2015;18:00:00;8;3;22;4;77;;;;;;;;
02/07/2015;19:00:00;9;5;24;3;73;;;;;;;;
02/07/2015;20:00:00;9;3;31;5;70;;;;;;;;
02/07/2015;21:00:00;9;4;41;6;67;;;;;;;;
02/07/2015;22:00:00;8;4;35;6;67;;;;;;;;
02/07/2015;23:00:00;20;2;33;4;62;;;;;;;;
02/07/2015;0:00:00;11;2;25;3;61;;;;;;;;
03/07/2015;1:00:00;11;2;15;3;60;;;;;;;;
03/07/2015;2:00:00;7;2;23;4;51;;;;;;;;
03/07/2015;3:00:00;7;2;15;3;45;;;;;;;;
03/07/2015;4:00:00;7;2;14;3;44;;;;;;;;
03/07/2015;5:00:00;7;3;13;3;38;;;;;;;;
03/07/2015;6:00:00;10;2;15;3;34;;;;;;;;
03/07/2015;7:00:00;11;2;20;6;31;;;;;;;;
03/07/2015;8:00:00;14;2;26;8;30;;;;;;;;
03/07/2015;9:00:00;13;2;30;7;35;;;;;;;;
03/07/2015;10:00:00;8;2;31;5;61;;;;;;;;
03/07/2015;11:00:00;6;36;44;5;81;;;;;;;;
03/07/2015;12:00:00;9;86;62;4;97;;;;;;;;
03/07/2015;13:00:00;22;26;27;3;87;;;;;;;;
03/07/2015;14:00:00;18;55;19;3;82;;;;;;;;
03/07/2015;15:00:00;18;5;21;3;79;;;;;;;;
03/07/2015;16:00:00;13;6;19;3;84;;;;;;;;
03/07/2015;17:00:00;14;6;19;2;81;;;;;;;;
03/07/2015;18:00:00;13;3;24;4;77;;;;;;;;
03/07/2015;19:00:00;12;3;25;3;78;;;;;;;;
03/07/2015;20:00:00;12;2;33;5;75;;;;;;;;
03/07/2015;21:00:00;22;2;41;9;67;;;;;;;;
03/07/2015;22:00:00;5;5;34;6;67;;;;;;;;
03/07/2015;23:00:00;4;4;41;3;47;;;;;;;;
03/07/2015;0:00:00;6;3;27;2;60;;;;;;;;
04/07/2015;1:00:00;10;2;18;2;73;;;;;;;;
04/07/2015;2:00:00;11;2;20;2;72;;;;;;;;
04/07/2015;3:00:00;11;2;17;2;71;;;;;;;;
04/07/2015;4:00:00;11;2;15;2;65;;;;;;;;
04/07/2015;5:00:00;12;3;15;3;58;;;;;;;;
04/07/2015;6:00:00;18;4;15;2;54;;;;;;;;
04/07/2015;7:00:00;5;4;25;4;51;;;;;;;;
04/07/2015;8:00:00;8;5;24;4;39;;;;;;;;
04/07/2015;9:00:00;16;4;25;5;40;;;;;;;;
04/07/2015;10:00:00;11;4;30;7;54;;;;;;;;
04/07/2015;11:00:00;9;5;31;6;70;;;;;;;;
04/07/2015;12:00:00;6;17;41;3;110;;;;;;;;
04/07/2015;13:00:00;6;68;45;2;123;;;;;;;;
04/07/2015;14:00:00;8;24;35;3;99;;;;;;;;
04/07/2015;15:00:00;11;6;20;2;87;;;;;;;;
04/07/2015;16:00:00;8;6;15;2;83;;;;;;;;
04/07/2015;17:00:00;8;5;15;2;83;;;;;;;;
04/07/2015;18:00:00;12;3;15;2;81;;;;;;;;
04/07/2015;19:00:00;14;2;16;2;80;;;;;;;;
04/07/2015;20:00:00;15;126;20;2;80;;;;;;;;
04/07/2015;21:00:00;14;215;33;5;74;;;;;;;;
04/07/2015;22:00:00;15;267;32;4;72;;;;;;;;
04/07/2015;23:00:00;15;9;32;4;67;;;;;;;;
04/07/2015;0:00:00;14;3;21;2;71;;;;;;;;
05/07/2015;1:00:00;9;2;18;2;78;;;;;;;;
05/07/2015;2:00:00;17;2;18;2;76;;;;;;;;
05/07/2015;3:00:00;15;2;17;3;63;;;;;;;;
05/07/2015;4:00:00;9;2;15;2;65;;;;;;;;
05/07/2015;5:00:00;8;2;15;2;64;;;;;;;;
05/07/2015;6:00:00;14;3;14;2;59;;;;;;;;
05/07/2015;7:00:00;14;3;18;3;53;;;;;;;;
05/07/2015;8:00:00;10;3;19;3;47;;;;;;;;
05/07/2015;9:00:00;8;4;18;3;65;;;;;;;;
05/07/2015;10:00:00;7;3;17;3;71;;;;;;;;
05/07/2015;11:00:00;4;3;21;2;83;;;;;;;;
05/07/2015;12:00:00;5;2;17;2;94;;;;;;;;
05/07/2015;13:00:00;7;2;21;3;95;;;;;;;;
05/07/2015;14:00:00;10;3;18;3;94;;;;;;;;
05/07/2015;15:00:00;9;5;17;2;94;;;;;;;;
05/07/2015;16:00:00;9;7;16;2;88;;;;;;;;
05/07/2015;17:00:00;12;5;14;2;88;;;;;;;;
05/07/2015;18:00:00;11;5;16;2;81;;;;;;;;
05/07/2015;19:00:00;11;2;18;2;83;;;;;;;;
05/07/2015;20:00:00;20;142;19;2;80;;;;;;;;
05/07/2015;21:00:00;22;283;28;4;74;;;;;;;;
05/07/2015;22:00:00;17;110;23;2;68;;;;;;;;
05/07/2015;23:00:00;24;11;19;2;71;;;;;;;;
05/07/2015;0:00:00;16;2;19;3;70;;;;;;;;
06/07/2015;1:00:00;22;2;23;2;62;;;;;;;;
06/07/2015;2:00:00;10;2;20;3;55;;;;;;;;
06/07/2015;3:00:00;17;2;20;3;47;;;;;;;;
06/07/2015;4:00:00;13;2;16;3;47;;;;;;;;
06/07/2015;5:00:00;14;2;14;2;45;;;;;;;;
06/07/2015;6:00:00;17;2;19;5;35;;;;;;;;
06/07/2015;7:00:00;18;3;36;11;17;;;;;;;;
06/07/2015;8:00:00;17;4;46;16;6;;;;;;;;
06/07/2015;9:00:00;12;4;52;25;6;;;;;;;;
06/07/2015;10:00:00;20;17;55;9;56;;;;;;;;
06/07/2015;11:00:00;28;25;36;4;79;;;;;;;;
06/07/2015;12:00:00;13;25;25;3;84;;;;;;;;
06/07/2015;13:00:00;13;5;33;5;70;;;;;;;;
06/07/2015;14:00:00;13;4;23;3;73;;;;;;;;
06/07/2015;15:00:00;12;5;24;3;66;;;;;;;;
06/07/2015;16:00:00;10;3;17;2;67;;;;;;;;
06/07/2015;17:00:00;10;2;20;3;62;;;;;;;;
06/07/2015;18:00:00;20;2;23;4;63;;;;;;;;
06/07/2015;19:00:00;17;2;28;6;61;;;;;;;;
06/07/2015;20:00:00;7;224;36;6;69;;;;;;;;
06/07/2015;21:00:00;5;423;41;8;63;;;;;;;;
06/07/2015;22:00:00;16;32;21;3;78;;;;;;;;
06/07/2015;23:00:00;17;2;23;4;70;;;;;;;;
06/07/2015;0:00:00;11;3;16;2;71;;;;;;;;
07/07/2015;1:00:00;19;2;22;2;62;;;;;;;;
07/07/2015;2:00:00;8;2;23;3;73;;;;;;;;
07/07/2015;3:00:00;17;2;16;2;85;;;;;;;;
07/07/2015;4:00:00;10;2;15;2;72;;;;;;;;
07/07/2015;5:00:00;20;2;17;2;59;;;;;;;;
07/07/2015;6:00:00;5;2;23;4;51;;;;;;;;
07/07/2015;7:00:00;19;2;31;5;37;;;;;;;;
07/07/2015;8:00:00;19;6;41;9;23;;;;;;;;
07/07/2015;9:00:00;25;4;43;9;38;;;;;;;;
07/07/2015;10:00:00;14;3;39;6;57;;;;;;;;
07/07/2015;11:00:00;18;2;33;5;78;;;;;;;;
07/07/2015;12:00:00;17;2;43;8;75;;;;;;;;
07/07/2015;13:00:00;15;3;35;6;77;;;;;;;;
07/07/2015;14:00:00;13;7;29;4;79;;;;;;;;
07/07/2015;15:00:00;17;7;25;2;81;;;;;;;;
07/07/2015;16:00:00;8;4;17;3;87;;;;;;;;
07/07/2015;17:00:00;16;3;19;3;81;;;;;;;;
07/07/2015;18:00:00;10;2;25;4;73;;;;;;;;
07/07/2015;19:00:00;20;2;27;3;69;;;;;;;;
07/07/2015;20:00:00;17;2;37;7;67;;;;;;;;
07/07/2015;21:00:00;17;2;43;7;70;;;;;;;;
07/07/2015;22:00:00;19;2;38;6;65;;;;;;;;
07/07/2015;23:00:00;25;2;38;5;61;;;;;;;;
07/07/2015;0:00:00;19;2;22;3;79;;;;;;;;
08/07/2015;1:00:00;6;2;19;2;78;;;;;;;;
08/07/2015;2:00:00;10;2;24;4;70;;;;;;;;
08/07/2015;3:00:00;21;2;20;3;77;;;;;;;;
08/07/2015;4:00:00;10;2;13;2;74;;;;;;;;
08/07/2015;5:00:00;11;2;13;2;66;;;;;;;;
08/07/2015;6:00:00;9;2;14;2;61;;;;;;;;
08/07/2015;7:00:00;9;2;27;3;48;;;;;;;;
08/07/2015;8:00:00;12;4;40;5;27;;;;;;;;
08/07/2015;9:00:00;17;5;48;6;28;;;;;;;;
08/07/2015;10:00:00;15;4;41;10;48;;;;;;;;
08/07/2015;11:00:00;14;2;30;5;71;;;;;;;;
08/07/2015;12:00:00;12;2;31;6;85;;;;;;;;
08/07/2015;13:00:00;16;4;29;3;86;;;;;;;;
08/07/2015;14:00:00;11;6;27;4;84;;;;;;;;
08/07/2015;15:00:00;10;8;22;3;84;;;;;;;;
08/07/2015;16:00:00;16;8;19;3;86;;;;;;;;
08/07/2015;17:00:00;14;6;24;4;75;;;;;;;;
08/07/2015;18:00:00;12;2;33;6;78;;;;;;;;
08/07/2015;19:00:00;20;2;26;2;88;;;;;;;;
08/07/2015;20:00:00;26;2;32;4;76;;;;;;;;
08/07/2015;21:00:00;11;2;36;6;70;;;;;;;;
08/07/2015;22:00:00;17;2;30;5;69;;;;;;;;
08/07/2015;23:00:00;19;3;28;3;75;;;;;;;;
08/07/2015;0:00:00;11;2;20;2;87;;;;;;;;
09/07/2015;1:00:00;50;2;21;2;70;;;;;;;;
09/07/2015;2:00:00;29;2;22;2;64;;;;;;;;
09/07/2015;3:00:00;28;2;17;2;60;;;;;;;;
09/07/2015;4:00:00;16;2;15;2;57;;;;;;;;
09/07/2015;5:00:00;22;2;16;2;47;;;;;;;;
09/07/2015;6:00:00;23;3;27;7;29;;;;;;;;
09/07/2015;7:00:00;18;4;36;11;26;;;;;;;;
09/07/2015;8:00:00;12;4;42;6;18;;;;;;;;
09/07/2015;9:00:00;23;4;57;30;9;;;;;;;;
09/07/2015;10:00:00;24;8;66;6;63;;;;;;;;
09/07/2015;11:00:00;31;63;61;2;143;;;;;;;;
09/07/2015;12:00:00;36;12;33;3;106;;;;;;;;
09/07/2015;13:00:00;26;3;30;4;65;;;;;;;;
09/07/2015;14:00:00;25;7;25;3;71;;;;;;;;
09/07/2015;15:00:00;20;6;21;3;75;;;;;;;;
09/07/2015;16:00:00;13;5;15;2;78;;;;;;;;
09/07/2015;17:00:00;16;3;17;3;84;;;;;;;;
09/07/2015;18:00:00;11;2;21;2;75;;;;;;;;
09/07/2015;19:00:00;29;2;25;3;74;;;;;;;;
09/07/2015;20:00:00;14;2;32;11;66;;;;;;;;
09/07/2015;21:00:00;10;6;37;9;68;;;;;;;;
09/07/2015;22:00:00;34;2;26;5;74;;;;;;;;
09/07/2015;23:00:00;20;4;29;2;59;;;;;;;;
09/07/2015;0:00:00;15;3;25;2;72;;;;;;;;
10/07/2015;1:00:00;14;2;19;2;80;;;;;;;;
10/07/2015;2:00:00;9;2;16;2;78;;;;;;;;
10/07/2015;3:00:00;0;0;0;0;0;;;;;;;;
10/07/2015;4:00:00;0;0;0;0;0;;;;;;;;
10/07/2015;5:00:00;0;0;0;0;0;;;;;;;;
10/07/2015;6:00:00;0;0;0;0;0;;;;;;;;
10/07/2015;7:00:00;0;0;0;0;0;;;;;;;;
10/07/2015;8:00:00;0;0;0;0;0;;;;;;;;
10/07/2015;9:00:00;0;0;0;0;0;;;;;;;;
10/07/2015;10:00:00;14;3;46;6;51;;;;;;;;
10/07/2015;11:00:00;13;5;28;4;85;;;;;;;;
10/07/2015;12:00:00;13;2;28;3;81;;;;;;;;
10/07/2015;13:00:00;13;2;34;5;81;;;;;;;;
10/07/2015;14:00:00;12;4;25;3;86;;;;;;;;
10/07/2015;15:00:00;13;4;19;3;85;;;;;;;;
10/07/2015;16:00:00;19;6;16;2;86;;;;;;;;
10/07/2015;17:00:00;3;7;17;2;91;;;;;;;;
10/07/2015;18:00:00;24;5;19;2;100;;;;;;;;
10/07/2015;19:00:00;11;3;32;3;91;;;;;;;;
10/07/2015;20:00:00;7;2;36;6;90;;;;;;;;
10/07/2015;21:00:00;7;2;28;3;101;;;;;;;;
10/07/2015;22:00:00;11;3;23;2;94;;;;;;;;
10/07/2015;23:00:00;20;2;21;2;75;;;;;;;;
10/07/2015;0:00:00;8;2;21;2;61;;;;;;;;
11/07/2015;1:00:00;9;2;20;2;62;;;;;;;;
11/07/2015;2:00:00;8;2;22;2;56;;;;;;;;
11/07/2015;3:00:00;15;2;18;2;58;;;;;;;;
11/07/2015;4:00:00;11;3;15;2;62;;;;;;;;
11/07/2015;5:00:00;16;2;12;2;63;;;;;;;;
11/07/2015;6:00:00;13;2;15;2;59;;;;;;;;
11/07/2015;7:00:00;8;2;26;6;41;;;;;;;;
11/07/2015;8:00:00;9;2;23;3;38;;;;;;;;
11/07/2015;9:00:00;11;2;24;3;39;;;;;;;;
11/07/2015;10:00:00;11;2;24;4;51;;;;;;;;
11/07/2015;11:00:00;16;2;25;3;67;;;;;;;;
11/07/2015;12:00:00;3;2;24;4;74;;;;;;;;
11/07/2015;13:00:00;5;2;28;4;75;;;;;;;;
11/07/2015;14:00:00;11;2;21;2;81;;;;;;;;
11/07/2015;15:00:00;6;2;17;2;85;;;;;;;;
11/07/2015;16:00:00;6;3;15;2;91;;;;;;;;
11/07/2015;17:00:00;8;3;14;2;93;;;;;;;;
11/07/2015;18:00:00;7;5;16;3;93;;;;;;;;
11/07/2015;19:00:00;5;5;17;2;96;;;;;;;;
11/07/2015;20:00:00;5;2;22;2;94;;;;;;;;
11/07/2015;21:00:00;20;2;26;3;96;;;;;;;;
11/07/2015;22:00:00;13;5;22;2;103;;;;;;;;
11/07/2015;23:00:00;5;4;18;2;108;;;;;;;;
11/07/2015;0:00:00;6;3;17;2;101;;;;;;;;
12/07/2015;1:00:00;17;2;16;2;88;;;;;;;;
12/07/2015;2:00:00;3;2;15;2;87;;;;;;;;
12/07/2015;3:00:00;2;9;20;2;70;;;;;;;;
12/07/2015;4:00:00;5;2;18;2;70;;;;;;;;
12/07/2015;5:00:00;9;3;20;3;60;;;;;;;;
12/07/2015;6:00:00;10;4;14;2;57;;;;;;;;
12/07/2015;7:00:00;9;4;20;3;47;;;;;;;;
12/07/2015;8:00:00;5;3;21;3;39;;;;;;;;
12/07/2015;9:00:00;8;3;21;3;39;;;;;;;;
12/07/2015;10:00:00;10;2;17;2;62;;;;;;;;
12/07/2015;11:00:00;8;3;17;3;72;;;;;;;;
12/07/2015;12:00:00;9;2;16;2;84;;;;;;;;
12/07/2015;13:00:00;5;2;17;2;94;;;;;;;;
12/07/2015;14:00:00;3;2;17;2;96;;;;;;;;
12/07/2015;15:00:00;9;4;14;2;103;;;;;;;;
12/07/2015;16:00:00;9;4;14;2;108;;;;;;;;
12/07/2015;17:00:00;7;6;13;2;107;;;;;;;;
12/07/2015;18:00:00;2;6;13;2;109;;;;;;;;
12/07/2015;19:00:00;2;2;15;2;101;;;;;;;;
12/07/2015;20:00:00;7;2;21;2;101;;;;;;;;
12/07/2015;21:00:00;16;2;21;2;101;;;;;;;;
12/07/2015;22:00:00;20;2;20;2;99;;;;;;;;
12/07/2015;23:00:00;10;6;21;3;94;;;;;;;;
12/07/2015;0:00:00;9;3;19;2;89;;;;;;;;
13/07/2015;1:00:00;11;2;22;2;75;;;;;;;;
13/07/2015;2:00:00;9;2;21;3;63;;;;;;;;
13/07/2015;3:00:00;7;2;12;2;67;;;;;;;;
13/07/2015;4:00:00;7;3;12;2;62;;;;;;;;
13/07/2015;5:00:00;7;4;12;2;57;;;;;;;;
13/07/2015;6:00:00;7;4;13;2;56;;;;;;;;
13/07/2015;7:00:00;6;4;20;3;42;;;;;;;;
13/07/2015;8:00:00;7;4;37;9;26;;;;;;;;
13/07/2015;9:00:00;10;4;52;22;18;;;;;;;;
13/07/2015;10:00:00;18;3;39;5;59;;;;;;;;
13/07/2015;11:00:00;3;3;39;5;87;;;;;;;;
13/07/2015;12:00:00;18;2;33;4;82;;;;;;;;
13/07/2015;13:00:00;17;2;33;5;92;;;;;;;;
13/07/2015;14:00:00;26;3;28;3;94;;;;;;;;
13/07/2015;15:00:00;7;4;16;2;100;;;;;;;;
13/07/2015;16:00:00;7;4;15;2;99;;;;;;;;
13/07/2015;17:00:00;10;3;18;3;99;;;;;;;;
13/07/2015;18:00:00;16;2;19;2;103;;;;;;;;
13/07/2015;19:00:00;9;2;24;3;96;;;;;;;;
13/07/2015;20:00:00;6;2;32;3;94;;;;;;;;
13/07/2015;21:00:00;6;2;37;5;97;;;;;;;;
13/07/2015;22:00:00;8;2;34;4;90;;;;;;;;
13/07/2015;23:00:00;6;3;25;3;92;;;;;;;;
13/07/2015;0:00:00;10;3;24;2;80;;;;;;;;
14/07/2015;1:00:00;20;2;18;2;80;;;;;;;;
14/07/2015;2:00:00;10;2;22;2;69;;;;;;;;
14/07/2015;3:00:00;17;2;13;2;74;;;;;;;;
14/07/2015;4:00:00;9;2;13;2;78;;;;;;;;
14/07/2015;5:00:00;11;2;13;2;71;;;;;;;;
14/07/2015;6:00:00;13;2;12;2;70;;;;;;;;
14/07/2015;7:00:00;13;3;24;2;60;;;;;;;;
14/07/2015;8:00:00;11;2;40;4;43;;;;;;;;
14/07/2015;9:00:00;10;3;61;7;28;;;;;;;;
14/07/2015;10:00:00;21;3;43;3;62;;;;;;;;
14/07/2015;11:00:00;18;2;27;2;89;;;;;;;;
14/07/2015;12:00:00;12;2;34;5;94;;;;;;;;
14/07/2015;13:00:00;13;2;28;3;106;;;;;;;;
14/07/2015;14:00:00;12;2;18;2;119;;;;;;;;
14/07/2015;15:00:00;8;2;17;2;119;;;;;;;;
14/07/2015;16:00:00;8;2;14;2;115;;;;;;;;
14/07/2015;17:00:00;17;2;20;2;112;;;;;;;;
14/07/2015;18:00:00;17;2;23;3;108;;;;;;;;
14/07/2015;19:00:00;14;2;29;4;105;;;;;;;;
14/07/2015;20:00:00;20;2;35;4;103;;;;;;;;
14/07/2015;21:00:00;11;2;48;4;95;;;;;;;;
14/07/2015;22:00:00;21;2;33;2;105;;;;;;;;
14/07/2015;23:00:00;18;2;24;2;109;;;;;;;;
14/07/2015;0:00:00;5;2;22;2;98;;;;;;;;
15/07/2015;1:00:00;22;2;28;2;81;;;;;;;;
15/07/2015;2:00:00;19;2;21;2;84;;;;;;;;
15/07/2015;3:00:00;14;2;17;2;84;;;;;;;;
15/07/2015;4:00:00;14;2;15;2;81;;;;;;;;
15/07/2015;5:00:00;14;2;14;2;78;;;;;;;;
15/07/2015;6:00:00;11;3;19;3;62;;;;;;;;
15/07/2015;7:00:00;17;3;32;2;52;;;;;;;;
15/07/2015;8:00:00;10;3;45;4;33;;;;;;;;
15/07/2015;9:00:00;10;3;70;19;19;;;;;;;;
15/07/2015;10:00:00;20;2;54;3;84;;;;;;;;
15/07/2015;11:00:00;24;2;34;2;127;;;;;;;;
15/07/2015;12:00:00;21;2;32;4;112;;;;;;;;
15/07/2015;13:00:00;11;2;36;3;110;;;;;;;;
15/07/2015;14:00:00;8;2;28;3;113;;;;;;;;
15/07/2015;15:00:00;7;6;21;3;120;;;;;;;;
15/07/2015;16:00:00;9;7;23;3;122;;;;;;;;
15/07/2015;17:00:00;16;7;16;2;123;;;;;;;;
15/07/2015;18:00:00;17;3;20;2;114;;;;;;;;
15/07/2015;19:00:00;18;2;19;3;111;;;;;;;;
15/07/2015;20:00:00;17;2;34;4;94;;;;;;;;
15/07/2015;21:00:00;11;2;41;5;88;;;;;;;;
15/07/2015;22:00:00;16;2;35;3;86;;;;;;;;
15/07/2015;23:00:00;24;2;24;2;96;;;;;;;;
15/07/2015;0:00:00;16;4;18;2;96;;;;;;;;
16/07/2015;1:00:00;21;2;20;2;77;;;;;;;;
16/07/2015;2:00:00;14;2;28;4;59;;;;;;;;
16/07/2015;3:00:00;13;2;18;2;61;;;;;;;;
16/07/2015;4:00:00;21;2;13;2;63;;;;;;;;
16/07/2015;5:00:00;9;2;12;2;63;;;;;;;;
16/07/2015;6:00:00;10;2;13;2;71;;;;;;;;
16/07/2015;7:00:00;9;2;19;2;58;;;;;;;;
16/07/2015;8:00:00;18;2;33;3;43;;;;;;;;
16/07/2015;9:00:00;17;2;45;6;33;;;;;;;;
16/07/2015;10:00:00;28;2;47;5;43;;;;;;;;
16/07/2015;11:00:00;16;2;36;6;80;;;;;;;;
16/07/2015;12:00:00;13;2;32;4;80;;;;;;;;
16/07/2015;13:00:00;19;2;24;4;83;;;;;;;;
16/07/2015;14:00:00;16;3;25;3;88;;;;;;;;
16/07/2015;15:00:00;23;5;22;2;92;;;;;;;;
16/07/2015;16:00:00;12;4;16;2;98;;;;;;;;
16/07/2015;17:00:00;11;3;19;2;95;;;;;;;;
16/07/2015;18:00:00;18;2;18;2;101;;;;;;;;
16/07/2015;19:00:00;40;4;20;3;98;;;;;;;;
16/07/2015;20:00:00;19;5;25;3;92;;;;;;;;
16/07/2015;21:00:00;13;4;40;4;83;;;;;;;;
16/07/2015;22:00:00;16;4;35;2;73;;;;;;;;
