Fecha;Hora;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP
21/06/2015;22:00:00;2;10;2;108;342;1;15;0;938;30.8
21/06/2015;23:00:00;2;3;2;101;178;1.1;15.8;0;938;28.1
21/06/2015;0:00:00;2;15;2;88;135;0.4;16.2;0;939;27.4
22/06/2015;1:00:00;2;14;2;78;32;0.7;20.7;0;939;25.2
22/06/2015;2:00:00;2;3;2;79;75;0.8;27.6;0;939;23.4
22/06/2015;3:00:00;2;2;2;78;322;1;31.9;0;940;22.9
22/06/2015;4:00:00;2;4;2;66;136;0.5;34;0;940;22.5
22/06/2015;5:00:00;2;3;2;64;45;0.6;41.9;0;940;21.7
22/06/2015;6:00:00;2;4;2;65;358;1.4;45.2;0;939;21.3
22/06/2015;7:00:00;2;15;2;49;137;0.8;48.4;0;940;20.4
22/06/2015;8:00:00;2;32;3;24;20;0.2;50.1;0;940;20.3
22/06/2015;9:00:00;2;17;2;38;42;0.1;47.8;0;940;20.5
22/06/2015;10:00:00;0;0;0;0;28;0.4;41.7;0;940;22.6
22/06/2015;11:00:00;0;0;0;0;218;0.7;31.4;0;940;26.8
22/06/2015;12:00:00;3;9;3;124;249;1.6;26;0;940;29.1
22/06/2015;13:00:00;3;2;2;141;224;2.4;23.6;0;940;30.4
22/06/2015;14:00:00;3;2;2;145;226;2.1;21.3;0;939;31.5
22/06/2015;15:00:00;3;2;2;146;274;2;17.7;0;938;32.6
22/06/2015;16:00:00;3;2;2;143;247;2.4;15.8;0;937;33.2
22/06/2015;17:00:00;3;2;2;140;213;2.6;15.1;0;937;33.3
22/06/2015;18:00:00;2;2;2;146;272;2.8;14.1;0;936;33.6
22/06/2015;19:00:00;3;2;2;147;249;2.3;14.5;0;936;32.8
22/06/2015;20:00:00;2;3;2;141;249;2.2;15.1;0;935;32.5
22/06/2015;21:00:00;2;3;2;134;296;1.6;17.2;0;935;31.5
22/06/2015;22:00:00;2;7;2;116;290;1.2;21.6;0;935;28.8
22/06/2015;23:00:00;2;10;2;94;314;0.6;25.6;0;936;26.3
22/06/2015;0:00:00;2;6;2;85;26;0.3;30;0;937;24.7
23/06/2015;1:00:00;2;2;2;91;84;0.3;38.3;0;937;23
23/06/2015;2:00:00;2;2;2;82;27;0.1;44.4;0;937;21.8
23/06/2015;3:00:00;2;8;2;73;58;0.2;45.1;0;937;21.4
23/06/2015;4:00:00;2;3;2;79;27;0.2;48.4;0;937;20.8
23/06/2015;5:00:00;2;2;2;79;58;0.3;55.1;0;936;19.5
23/06/2015;6:00:00;2;2;2;75;61;0.3;56.9;0;936;18.9
23/06/2015;7:00:00;2;10;2;54;62;0.2;60.2;0;936;18
23/06/2015;8:00:00;2;23;3;39;39;0;60.7;0;936;17.8
23/06/2015;9:00:00;2;10;3;60;61;0.3;53.4;0;937;20
23/06/2015;10:00:00;3;35;12;44;224;0.9;46.3;0;937;21.9
23/06/2015;11:00:00;4;10;3;84;210;0.8;39.6;0;937;23.9
23/06/2015;12:00:00;4;5;2;104;247;0.9;33.7;0;937;26.4
23/06/2015;13:00:00;3;3;2;128;241;1.5;29.6;0;937;28.1
23/06/2015;14:00:00;3;5;2;136;263;1.8;25.8;0;936;29.5
23/06/2015;15:00:00;3;4;2;148;233;2;19.3;0;936;30.4
23/06/2015;16:00:00;3;2;2;124;23;2.5;34.9;0;936;24.6
23/06/2015;17:00:00;2;4;2;111;27;0.9;41.5;0;936;23.1
23/06/2015;18:00:00;2;4;2;110;43;1;34.6;0;936;25.8
23/06/2015;19:00:00;2;2;2;115;48;2.1;34.6;0;936;26.3
23/06/2015;20:00:00;2;2;2;116;67;1.8;33.2;0;936;25.1
23/06/2015;21:00:00;2;3;2;112;47;1.1;36.9;0;937;23.4
23/06/2015;22:00:00;2;5;2;114;276;2;42.6;0.37;938;21.6
23/06/2015;23:00:00;2;7;2;90;295;0.6;66.7;0.74;938;18.8
23/06/2015;0:00:00;2;10;2;75;38;0.6;70.1;0;939;18.2
24/06/2015;1:00:00;2;2;2;92;24;0.8;58.8;0;940;18.9
24/06/2015;2:00:00;2;2;2;85;47;0.4;61.3;0;940;18.3
24/06/2015;3:00:00;2;2;2;83;21;0.2;65.8;0;940;17.3
24/06/2015;4:00:00;2;2;2;79;24;0.1;69.5;0;939;16.4
24/06/2015;5:00:00;2;2;2;66;83;0.2;72.2;0;939;15.6
24/06/2015;6:00:00;2;5;2;50;67;0.4;74.7;0;939;15
24/06/2015;7:00:00;2;14;2;32;67;0.3;77.5;0;939;14.4
24/06/2015;8:00:00;2;12;2;33;45;0.4;76.5;0;940;14.4
24/06/2015;9:00:00;2;6;3;42;47;0.5;65.8;0;940;16.3
24/06/2015;10:00:00;2;3;2;61;45;0.7;51.3;0;941;18.8
24/06/2015;11:00:00;2;2;2;57;29;0.6;40.2;0;941;21.8
24/06/2015;12:00:00;2;2;2;85;101;0.7;32.4;0;941;24.3
24/06/2015;13:00:00;2;2;2;112;156;1.1;27.8;0;941;26.4
24/06/2015;14:00:00;2;3;2;123;29;1;25.9;0;940;27.6
24/06/2015;15:00:00;2;2;2;138;294;1.8;23.6;0;940;28.5
24/06/2015;16:00:00;2;2;2;147;267;1.6;22.3;0;940;29.1
24/06/2015;17:00:00;2;2;2;154;323;1.4;19.9;0;939;30
24/06/2015;18:00:00;2;2;2;160;253;1.7;18.2;0;939;30.2
24/06/2015;19:00:00;2;2;2;162;292;1.9;15.1;0;939;30.1
24/06/2015;20:00:00;2;3;2;164;242;1.2;15.6;0;939;29.9
24/06/2015;21:00:00;2;2;2;137;27;1.3;24.8;0;940;28.4
24/06/2015;22:00:00;2;7;3;112;42;0.6;32.2;0;941;25.7
24/06/2015;23:00:00;2;10;3;108;90;0.8;37.8;0;942;23.6
24/06/2015;0:00:00;2;3;2;124;86;0.6;37.2;0;942;23
