Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;LL
17/07/2015;7:00:00;2;47.0;51;52;3;187;0.9;24.4;0.0
17/07/2015;8:00:00;2;18.8;38;73;22;165;1.2;25.7;0.0
17/07/2015;9:00:00;2;12.9;37;31;34;192;1.1;27.6;0.0
17/07/2015;10:00:00;2;9.8;32;36;45;212;2.1;28.1;0.0
17/07/2015;11:00:00;1;3.8;16;42;67;224;2.7;29.3;0.0
17/07/2015;12:00:00;1;1.4;7;28;83;211;4.2;29.1;0.0
17/07/2015;13:00:00;1;1.8;3;43;84;202;4.0;29.7;0.0
17/07/2015;14:00:00;1;1.1;2;32;77;192;4.3;29.5;0.0
17/07/2015;15:00:00;1;1.2;2;21;72;193;4.4;29.6;0.0
17/07/2015;16:00:00;1;1.6;2;20;68;205;4.0;29.8;0.0
17/07/2015;17:00:00;1;1.1;2;25;68;202;3.7;29.8;0.0
17/07/2015;18:00:00;1;1.1;2;20;67;195;3.1;29.2;0.0
17/07/2015;19:00:00;1;1.1;1;14;63;205;2.6;28.6;0.0
17/07/2015;20:00:00;1;1.2;2;16;62;224;2.0;28.4;0.0
17/07/2015;21:00:00;1;1.2;2;14;63;215;1.7;27.6;0.0
17/07/2015;22:00:00;1;1.0;2;21;75;201;1.6;27.2;0.0
17/07/2015;23:00:00;1;0.9;2;46;80;168;1.7;26.8;0.0
17/07/2015;0:00:00;1;1.2;3;19;67;140;1.0;26.4;0.0
18/07/2015;1:00:00;1;4.7;37;18;26;113;0.4;26.2;0.0
18/07/2015;2:00:00;1;2.7;29;22;22;87;0.7;25.7;0.0
18/07/2015;3:00:00;2;4.7;31;17;8;93;0.8;24.9;0.0
18/07/2015;4:00:00;2;7.6;32;20;4;84;1.7;24.3;0.0
18/07/2015;5:00:00;2;9.6;31;30;6;291;1.2;24.1;0.0
18/07/2015;6:00:00;2;14.5;39;35;4;314;0.8;24.5;0.0
18/07/2015;7:00:00;2;34.6;35;45;2;162;1.0;24.8;0.0
18/07/2015;8:00:00;2;15.5;29;49;14;126;1.2;25.9;0.0
18/07/2015;9:00:00;2;6.9;23;47;32;220;1.1;27.9;0.0
18/07/2015;10:00:00;1;11.0;23;41;45;230;1.9;28.1;0.0
18/07/2015;11:00:00;1;3.0;10;33;58;201;2.3;28.5;0.0
18/07/2015;12:00:00;1;1.4;4;15;70;216;2.9;29.7;0.0
18/07/2015;13:00:00;2;2.5;7;17;70;223;3.0;30.7;0.0
18/07/2015;14:00:00;1;2.5;8;19;75;206;4.0;31.5;0.0
18/07/2015;15:00:00;1;1.1;3;23;72;183;4.3;31.7;0.0
18/07/2015;16:00:00;1;1.1;2;51;73;172;3.9;31.0;0.0
18/07/2015;17:00:00;1;1.2;2;19;71;186;4.5;30.7;0.0
18/07/2015;18:00:00;1;1.1;2;40;68;185;5.1;30.1;0.0
18/07/2015;19:00:00;1;1.1;2;45;63;196;4.2;29.3;0.0
18/07/2015;20:00:00;1;1.1;2;19;62;201;3.1;28.3;0.0
18/07/2015;21:00:00;1;1.0;2;47;64;216;1.9;27.8;0.0
18/07/2015;22:00:00;1;1.1;7;12;61;266;1.9;27.9;0.0
18/07/2015;23:00:00;1;1.1;13;;53;248;1.6;28.0;0.0
18/07/2015;0:00:00;1;1.0;7;;55;254;1.1;27.9;0.0
19/07/2015;1:00:00;1;1.5;14;8;46;253;1.0;27.8;0.0
19/07/2015;2:00:00;2;3.6;38;12;13;238;0.8;26.6;0.0
19/07/2015;3:00:00;2;1.7;24;8;20;321;1.1;25.6;0.0
19/07/2015;4:00:00;2;1.3;22;1;21;317;1.1;24.8;0.0
19/07/2015;5:00:00;2;7.5;37;11;11;263;1.0;24.4;0.0
19/07/2015;6:00:00;2;18.4;47;17;3;118;0.9;23.8;0.0
19/07/2015;7:00:00;2;32.5;43;65;4;104;1.0;25.0;0.0
19/07/2015;8:00:00;2;23.2;43;56;11;234;1.0;27.4;0.0
19/07/2015;9:00:00;2;8.8;28;30;35;127;1.8;28.8;0.0
19/07/2015;10:00:00;2;1.5;7;37;57;184;2.3;28.9;0.0
19/07/2015;11:00:00;2;1.1;2;18;66;206;2.5;29.8;0.0
19/07/2015;12:00:00;1;1.2;2;22;66;206;3.7;30.3;0.0
19/07/2015;13:00:00;1;1.2;2;28;64;213;4.9;30.3;0.0
19/07/2015;14:00:00;1;1.2;3;16;65;206;4.5;30.5;0.0
19/07/2015;15:00:00;1;1.3;2;20;69;208;4.6;30.4;0.0
19/07/2015;16:00:00;1;1.1;2;18;64;203;4.0;30.4;0.0
19/07/2015;17:00:00;1;1.1;2;19;59;202;3.9;30.4;0.0
19/07/2015;18:00:00;1;1.0;2;;58;199;3.4;29.7;0.0
19/07/2015;19:00:00;1;1.2;2;;59;203;2.5;28.9;0.0
19/07/2015;20:00:00;1;0.9;2;;67;199;2.4;28.4;0.0
19/07/2015;21:00:00;2;0.9;2;;67;195;2.0;27.6;0.0
19/07/2015;22:00:00;1;0.9;4;;57;197;1.5;27.2;0.0
19/07/2015;23:00:00;1;0.9;2;;52;212;1.3;27.3;0.0
19/07/2015;0:00:00;1;0.9;4;;42;172;0.3;26.9;0.0
20/07/2015;1:00:00;1;6.6;41;10;4;153;1.0;26.1;0.0
20/07/2015;2:00:00;2;1.6;22;3;11;141;0.2;25.6;0.0
20/07/2015;3:00:00;2;3.3;28;10;8;182;1.1;25.3;0.0
20/07/2015;4:00:00;2;8.1;28;4;5;285;1.1;24.8;0.0
20/07/2015;5:00:00;2;12.1;29;5;5;284;1.1;24.6;0.0
20/07/2015;6:00:00;2;26.0;29;24;2;145;1.0;24.4;0.0
20/07/2015;7:00:00;2;41.9;33;39;2;254;1.3;24.6;0.0
20/07/2015;8:00:00;2;33.6;40;60;5;286;0.9;26.9;0.0
20/07/2015;9:00:00;2;9.5;24;31;24;242;0.7;28.8;0.0
20/07/2015;10:00:00;1;11.4;30;29;29;242;1.3;30.2;0.0
20/07/2015;11:00:00;2;10.3;34;39;36;236;2.2;30.9;0.0
20/07/2015;12:00:00;2;6.0;22;38;51;217;2.9;30.9;0.0
20/07/2015;13:00:00;1;1.6;4;32;57;214;4.4;30.4;0.0
20/07/2015;14:00:00;1;2.6;9;27;55;211;4.5;30.7;0.0
20/07/2015;15:00:00;1;1.4;2;29;56;208;4.8;30.7;0.0
20/07/2015;16:00:00;1;2.0;3;28;57;210;4.6;30.5;0.0
20/07/2015;17:00:00;1;1.6;5;27;48;210;4.1;30.3;0.0
20/07/2015;18:00:00;2;1.2;2;25;53;208;3.4;30.0;0.0
20/07/2015;19:00:00;1;1.3;2;27;58;217;2.6;29.6;0.0
20/07/2015;20:00:00;1;1.0;2;24;54;209;1.9;29.0;0.0
20/07/2015;21:00:00;1;1.1;3;24;49;204;1.4;27.8;0.0
20/07/2015;22:00:00;1;0.9;4;26;50;215;1.1;27.6;0.0
20/07/2015;23:00:00;1;0.7;2;24;45;181;0.3;27.2;0.0
20/07/2015;0:00:00;1;0.6;2;23;43;167;0.4;26.8;0.0
21/07/2015;1:00:00;1;3.7;29;39;14;253;0.7;26.5;0.0
21/07/2015;2:00:00;2;4.2;29;37;5;227;0.9;25.7;0.0
21/07/2015;3:00:00;2;2.3;24;29;7;312;1.2;25.3;0.0
21/07/2015;4:00:00;1;1.3;20;21;9;317;1.4;24.6;0.0
21/07/2015;5:00:00;2;3.0;27;22;9;320;1.4;24.6;0.0
21/07/2015;6:00:00;2;14.1;42;33;3;320;1.1;24.9;0.0
21/07/2015;7:00:00;2;61.7;65;76;1;308;1.2;26.0;0.0
21/07/2015;8:00:00;2;38.4;49;103;5;195;1.3;27.9;0.0
21/07/2015;9:00:00;2;12.0;31;45;22;206;1.0;29.8;0.0
21/07/2015;10:00:00;2;4.5;18;26;34;189;1.8;29.6;0.0
21/07/2015;11:00:00;1;2.7;15;22;39;213;2.1;31.3;0.0
21/07/2015;12:00:00;1;2.7;6;29;49;209;3.1;32.0;0.0
21/07/2015;13:00:00;1;2.8;3;26;55;211;3.7;31.6;0.0
21/07/2015;14:00:00;1;2.1;3;33;61;213;3.5;31.8;0.0
21/07/2015;15:00:00;1;1.3;2;32;64;214;4.1;31.8;0.0
21/07/2015;16:00:00;2;1.1;3;34;61;209;4.4;31.5;0.0
21/07/2015;17:00:00;2;0.9;3;26;66;212;4.4;31.1;0.0
21/07/2015;18:00:00;2;1.0;2;25;76;212;4.1;30.8;0.0
21/07/2015;19:00:00;1;1.5;6;25;69;212;3.4;29.9;0.0
21/07/2015;20:00:00;1;0.7;2;23;67;198;2.8;29.4;0.0
21/07/2015;21:00:00;2;1.2;2;21;66;204;2.2;28.7;0.0
21/07/2015;22:00:00;1;0.8;2;20;66;200;2.1;28.4;0.0
21/07/2015;23:00:00;1;0.7;2;19;64;169;1.6;28.1;0.0
21/07/2015;0:00:00;2;1.3;41;25;24;91;0.8;27.6;0.0
22/07/2015;1:00:00;1;1.2;22;27;42;165;0.4;27.7;0.0
22/07/2015;2:00:00;2;0.8;8;23;51;253;0.8;27.4;0.0
22/07/2015;3:00:00;2;1.1;17;28;25;296;1.0;26.9;0.0
22/07/2015;4:00:00;2;1.7;13;24;32;317;1.0;27.2;0.0
22/07/2015;5:00:00;1;1.2;23;27;25;226;0.3;27.2;0.0
22/07/2015;6:00:00;2;18.8;35;35;19;154;1.0;27.0;0.0
22/07/2015;7:00:00;3;38.1;52;45;3;207;1.0;26.5;0.0
22/07/2015;8:00:00;2;14.3;44;45;16;307;1.4;27.9;0.0
22/07/2015;9:00:00;2;7.9;27;38;38;171;1.2;30.0;0.0
22/07/2015;10:00:00;2;2.3;9;29;59;211;1.8;29.9;0.0
22/07/2015;11:00:00;1;2.1;6;25;74;218;2.8;30.3;0.0
22/07/2015;12:00:00;2;4.7;4;21;69;205;3.7;30.9;0.0
22/07/2015;13:00:00;2;1.7;3;13;64;207;4.0;31.6;0.0
22/07/2015;14:00:00;1;1.5;3;26;67;193;4.0;31.4;0.0
22/07/2015;15:00:00;2;1.2;2;16;63;196;3.6;30.7;0.0
22/07/2015;16:00:00;2;1.3;2;14;62;199;3.0;30.4;0.0
22/07/2015;17:00:00;2;1.1;2;12;64;211;3.8;30.9;0.0
22/07/2015;18:00:00;2;1.2;2;14;63;213;3.8;30.6;0.0
22/07/2015;19:00:00;1;1.2;2;12;60;217;2.4;30.5;0.0
22/07/2015;20:00:00;1;1.2;2;15;54;207;2.1;29.7;0.0
22/07/2015;21:00:00;2;1.2;5;15;51;219;1.6;28.8;0.0
22/07/2015;22:00:00;1;1.2;7;20;50;224;2.0;28.7;0.0
22/07/2015;23:00:00;2;3.4;30;21;25;240;1.6;28.2;0.0
22/07/2015;0:00:00;2;3.8;31;23;14;127;1.5;27.1;0.0
23/07/2015;1:00:00;2;1.2;26;26;19;308;1.1;27.0;0.0
23/07/2015;2:00:00;1;1.2;9;27;46;231;2.3;27.2;0.0
23/07/2015;3:00:00;2;1.1;5;23;63;183;2.3;26.7;0.0
23/07/2015;4:00:00;2;1.1;16;23;50;314;2.1;26.3;0.0
23/07/2015;5:00:00;1;1.9;33;23;34;300;1.8;26.1;0.0
23/07/2015;6:00:00;2;5.4;49;29;23;272;1.6;26.0;0.0
23/07/2015;7:00:00;2;12.2;48;36;16;74;1.3;25.9;0.0
23/07/2015;8:00:00;2;5.4;25;26;45;144;2.1;27.4;0.0
23/07/2015;9:00:00;2;3.4;19;17;60;162;2.5;29.3;0.0
23/07/2015;10:00:00;1;2.3;15;17;56;221;2.3;30.8;0.0
23/07/2015;11:00:00;1;2.0;11;21;56;144;2.8;31.8;0.0
23/07/2015;12:00:00;1;1.2;3;30;74;207;4.3;30.6;0.0
23/07/2015;13:00:00;1;1.2;2;15;73;205;4.1;31.1;0.0
23/07/2015;14:00:00;1;1.0;2;10;59;196;4.6;31.6;0.0
23/07/2015;15:00:00;1;1.1;2;14;54;203;4.3;31.7;0.0
23/07/2015;16:00:00;2;1.2;2;12;57;206;4.1;31.2;0.0
23/07/2015;17:00:00;2;1.0;2;11;58;206;4.0;30.9;0.0
23/07/2015;18:00:00;1;0.5;2;11;58;204;3.6;30.5;0.0
23/07/2015;19:00:00;1;0.7;2;12;62;208;3.2;29.9;0.0
23/07/2015;20:00:00;1;0.8;3;13;65;208;2.9;28.9;0.0
23/07/2015;21:00:00;2;0.7;2;13;71;212;2.8;28.1;0.0
23/07/2015;22:00:00;1;0.7;2;14;75;207;2.2;27.9;0.0
23/07/2015;23:00:00;2;0.9;2;11;73;207;2.0;27.7;0.0
23/07/2015;0:00:00;1;0.7;1;10;67;207;2.1;27.6;0.0
24/07/2015;1:00:00;1;0.6;2;8;65;203;2.1;27.4;0.0
24/07/2015;2:00:00;2;0.7;1;9;65;205;2.0;27.3;0.0
24/07/2015;3:00:00;2;0.5;1;10;64;215;1.9;27.3;0.0
24/07/2015;4:00:00;1;1.0;17;11;37;153;0.8;26.3;0.0
24/07/2015;5:00:00;2;5.8;44;19;8;218;0.5;25.7;0.0
24/07/2015;6:00:00;2;18.3;44;24;3;88;1.3;24.6;0.0
24/07/2015;7:00:00;2;54.5;56;37;2;200;1.1;25.7;0.0
24/07/2015;8:00:00;2;11.1;38;34;19;240;0.6;28.4;0.0
24/07/2015;9:00:00;2;1.5;8;17;48;185;1.0;28.7;0.0
24/07/2015;10:00:00;2;1.6;4;18;56;207;2.2;28.8;0.0
24/07/2015;11:00:00;2;1.5;3;19;61;212;3.2;29.4;0.0
24/07/2015;12:00:00;4;12.6;4;20;65;209;3.7;29.7;0.0
24/07/2015;13:00:00;2;14.7;2;16;69;204;3.5;30.3;0.0
24/07/2015;14:00:00;1;0.1;2;17;71;204;3.9;30.6;0.0
24/07/2015;15:00:00;2;0.4;2;15;69;203;4.1;30.8;0.0
24/07/2015;16:00:00;2;0.2;2;17;68;203;3.9;30.7;0.0
24/07/2015;17:00:00;2;0.0;2;17;64;198;3.7;30.5;0.0
24/07/2015;18:00:00;2;0.0;2;19;69;204;3.5;30.1;0.0
24/07/2015;19:00:00;2;0.0;2;19;70;199;2.9;29.5;0.0
24/07/2015;20:00:00;2;0.0;2;22;64;190;2.2;28.8;0.0
24/07/2015;21:00:00;2;0.0;1;22;63;189;2.0;28.1;0.0
24/07/2015;22:00:00;1;0.0;1;22;67;186;2.0;27.8;0.0
24/07/2015;23:00:00;1;0.1;2;22;69;195;1.7;27.8;0.0
24/07/2015;0:00:00;2;0.0;3;21;73;201;1.6;27.7;0.0
25/07/2015;1:00:00;2;0.9;24;23;32;233;1.3;27.1;0.0
25/07/2015;2:00:00;2;1.9;35;30;16;177;1.5;26.5;0.0
25/07/2015;3:00:00;1;0.8;25;24;24;184;1.5;26.0;0.0
25/07/2015;4:00:00;2;1.1;30;22;24;217;1.6;25.6;0.0
25/07/2015;5:00:00;2;0.3;18;22;31;309;1.2;25.8;0.0
25/07/2015;6:00:00;2;7.1;34;25;17;309;1.3;25.8;0.0
25/07/2015;7:00:00;2;14.0;38;37;13;227;1.8;26.3;0.0
25/07/2015;8:00:00;2;3.0;19;34;41;147;2.8;27.0;0.0
25/07/2015;9:00:00;2;2.6;16;29;60;182;4.1;28.2;0.0
25/07/2015;10:00:00;2;2.6;16;19;58;123;4.5;30.4;0.0
25/07/2015;11:00:00;2;2.6;11;92;38;202;7.2;29.7;0.0
25/07/2015;12:00:00;2;3.0;9;60;33;197;7.1;30.1;0.0
25/07/2015;13:00:00;2;2.6;9;71;31;230;7.3;30.5;0.0
25/07/2015;14:00:00;2;2.6;8;47;29;255;6.8;30.5;0.0
25/07/2015;15:00:00;2;2.6;9;43;27;260;6.4;30.7;0.0
25/07/2015;16:00:00;2;2.5;12;52;27;251;6.5;30.5;0.0
25/07/2015;17:00:00;2;1.6;9;38;28;239;6.7;29.8;0.0
25/07/2015;18:00:00;2;1.5;9;32;31;235;6.5;28.9;0.0
25/07/2015;19:00:00;2;1.9;9;33;31;202;6.4;27.8;0.0
25/07/2015;20:00:00;1;1.3;9;31;32;189;5.9;26.9;0.0
25/07/2015;21:00:00;1;1.3;9;29;32;176;5.6;25.8;0.0
25/07/2015;22:00:00;1;1.5;11;28;32;166;4.5;25.3;0.0
25/07/2015;23:00:00;2;1.2;12;26;32;102;3.4;25.0;0.0
25/07/2015;0:00:00;1;1.1;16;27;27;163;2.2;24.7;0.0
26/07/2015;1:00:00;2;1.1;17;26;27;121;1.8;24.6;0.0
26/07/2015;2:00:00;1;1.1;15;26;26;79;1.5;24.3;0.0
26/07/2015;3:00:00;2;1.2;16;25;24;123;1.2;24.0;0.0
26/07/2015;4:00:00;2;1.7;17;26;21;171;1.4;23.5;0.0
26/07/2015;5:00:00;2;3.6;30;25;13;188;1.0;23.2;0.0
26/07/2015;6:00:00;2;5.0;34;27;14;244;1.1;23.0;0.0
26/07/2015;7:00:00;2;12.9;50;30;8;163;1.0;23.5;0.0
26/07/2015;8:00:00;2;3.1;21;27;27;192;1.0;25.4;0.0
26/07/2015;9:00:00;2;3.5;23;27;38;186;0.8;27.8;0.0
26/07/2015;10:00:00;2;1.1;8;28;53;225;2.0;28.0;0.0
26/07/2015;11:00:00;1;0.5;3;29;61;228;3.0;28.1;0.0
26/07/2015;12:00:00;2;0.0;2;26;59;213;3.8;28.8;0.0
26/07/2015;13:00:00;2;0.0;2;24;57;206;4.1;29.0;0.0
26/07/2015;14:00:00;1;0.0;2;21;62;204;4.2;29.7;0.0
26/07/2015;15:00:00;2;0.1;2;25;60;206;4.4;29.6;0.0
26/07/2015;16:00:00;1;0.1;1;23;55;206;4.4;29.3;0.0
26/07/2015;17:00:00;1;0.2;1;22;55;210;4.3;29.3;0.0
26/07/2015;18:00:00;2;0.0;1;21;53;205;3.6;29.1;0.0
26/07/2015;19:00:00;1;0.0;1;21;52;200;3.2;28.6;0.0
26/07/2015;20:00:00;1;0.1;2;20;53;195;3.0;27.9;0.0
26/07/2015;21:00:00;1;0.0;1;21;52;193;2.6;27.2;0.0
26/07/2015;22:00:00;1;0.0;1;23;51;206;2.1;27.0;0.0
26/07/2015;23:00:00;1;0.0;0;21;50;208;2.1;26.9;0.0
26/07/2015;0:00:00;2;0.0;1;19;49;204;2.0;26.9;0.0
27/07/2015;1:00:00;2;0.1;1;19;49;207;2.0;26.8;0.0
27/07/2015;2:00:00;2;0.0;0;20;52;217;2.3;26.8;0.0
27/07/2015;3:00:00;2;0.0;0;19;55;222;2.3;26.9;0.0
27/07/2015;4:00:00;2;0.0;0;19;55;218;1.6;26.8;0.0
27/07/2015;5:00:00;2;6.5;25;19;24;248;0.8;26.2;0.0
27/07/2015;6:00:00;2;38.7;46;30;2;163;1.1;25.3;0.0
27/07/2015;7:00:00;3;85.6;51;58;2;322;1.1;25.6;0.0
27/07/2015;8:00:00;3;30.5;46;57;10;282;0.9;27.1;0.0
27/07/2015;9:00:00;2;3.5;16;34;41;185;0.8;28.6;0.0
27/07/2015;10:00:00;2;2.8;8;25;52;198;1.7;28.8;0.0
27/07/2015;11:00:00;2;0.3;2;26;60;191;3.2;29.4;0.0
27/07/2015;12:00:00;2;0.3;2;23;58;191;3.8;29.9;0.0
27/07/2015;13:00:00;2;0.2;2;22;65;196;4.0;30.4;0.0
27/07/2015;14:00:00;8;8.9;8;32;59;208;4.0;30.6;0.0
27/07/2015;15:00:00;2;0.5;2;22;50;206;3.7;30.7;0.0
27/07/2015;16:00:00;2;0.4;2;21;50;204;3.6;30.7;0.0
27/07/2015;17:00:00;2;0.9;5;22;46;199;3.7;30.5;0.0
27/07/2015;18:00:00;1;1.2;8;25;46;203;3.2;30.2;0.0
27/07/2015;19:00:00;1;0.1;2;23;50;202;2.7;29.6;0.0
27/07/2015;20:00:00;2;0.0;1;21;51;198;1.8;28.7;0.0
27/07/2015;21:00:00;2;0.0;2;22;50;195;1.1;28.0;0.0
27/07/2015;22:00:00;1;0.8;12;20;38;142;0.8;27.8;0.0
27/07/2015;23:00:00;2;0.4;12;27;35;148;1.1;28.2;0.0
27/07/2015;0:00:00;2;0.0;2;22;45;158;1.1;27.7;0.0
28/07/2015;1:00:00;2;0.2;13;17;;87;1.5;27.5;0.0
28/07/2015;2:00:00;2;0.2;7;19;;96;2.0;27.1;0.0
28/07/2015;3:00:00;2;0.1;8;22;;86;1.9;27.1;0.0
28/07/2015;4:00:00;2;0.5;12;23;;175;2.5;26.7;0.0
28/07/2015;5:00:00;2;1.0;9;14;;132;4.0;26.4;0.0
28/07/2015;6:00:00;2;1.9;16;17;;110;3.6;26.2;0.0
28/07/2015;7:00:00;2;4.3;21;18;;155;3.6;26.4;0.0
28/07/2015;8:00:00;2;8.2;26;27;;198;3.4;27.0;0.0
28/07/2015;9:00:00;2;5.9;20;24;;100;3.4;28.0;0.0
28/07/2015;10:00:00;2;4.1;16;25;;152;3.0;28.9;0.0
28/07/2015;11:00:00;2;1.5;8;24;;150;1.8;29.9;0.0
28/07/2015;12:00:00;2;4.5;5;30;;203;2.7;30.6;0.0
28/07/2015;13:00:00;2;0.4;3;33;;194;5.0;30.6;0.0
28/07/2015;14:00:00;1;0.1;2;28;;194;5.5;30.7;0.0
28/07/2015;15:00:00;1;0.4;3;24;;200;4.8;30.9;0.0
28/07/2015;16:00:00;2;0.2;2;22;;195;4.6;30.4;0.0
28/07/2015;17:00:00;2;0.1;2;25;;193;4.7;30.0;0.0
28/07/2015;18:00:00;1;0.0;1;21;;192;4.6;29.4;0.0
28/07/2015;19:00:00;2;0.0;1;21;;191;4.1;28.8;0.0
28/07/2015;20:00:00;2;0.0;1;22;;186;3.3;28.1;0.0
28/07/2015;21:00:00;2;0.0;1;19;;157;2.0;27.4;0.0
28/07/2015;22:00:00;2;0.0;2;21;;141;1.9;26.9;0.0
28/07/2015;23:00:00;2;0.0;2;20;;144;1.5;26.8;0.0
28/07/2015;0:00:00;2;0.1;6;19;;134;1.0;26.9;0.0
29/07/2015;1:00:00;2;0.2;18;21;;100;0.9;26.8;0.0
29/07/2015;2:00:00;2;0.1;8;21;;85;1.4;26.7;0.0
29/07/2015;3:00:00;2;0.2;9;20;;81;1.5;26.6;0.0
29/07/2015;4:00:00;2;0.1;9;17;;93;1.5;26.3;0.0
29/07/2015;5:00:00;2;1.0;19;18;;81;1.2;26.1;0.0
29/07/2015;6:00:00;2;5.1;36;23;;153;0.8;26.0;0.0
29/07/2015;7:00:00;2;24.6;51;35;;219;1.2;26.2;0.0
29/07/2015;8:00:00;2;6.9;27;29;;218;1.3;27.2;0.0
29/07/2015;9:00:00;3;1.7;9;21;;155;1.0;28.4;0.0
29/07/2015;10:00:00;2;0.9;4;23;;201;1.7;29.3;0.0
29/07/2015;11:00:00;2;0.2;2;24;;236;2.4;29.3;0.0
29/07/2015;12:00:00;2;0.4;2;24;;210;4.3;30.1;0.0
29/07/2015;13:00:00;2;2.0;5;25;;207;5.0;30.2;0.0
29/07/2015;14:00:00;2;0.3;2;22;;207;4.6;30.3;0.0
29/07/2015;15:00:00;2;0.5;2;20;;214;4.3;30.4;0.0
29/07/2015;16:00:00;2;0.6;1;20;;211;4.5;30.2;0.0
29/07/2015;17:00:00;2;0.1;1;20;;210;3.6;30.1;0.0
29/07/2015;18:00:00;2;0.0;1;22;;203;3.2;29.8;0.0
29/07/2015;19:00:00;2;0.0;1;21;;203;2.9;28.9;0.0
29/07/2015;20:00:00;2;0.0;2;20;;198;2.8;28.6;0.0
29/07/2015;21:00:00;2;0.0;1;14;;165;2.0;28.2;0.0
29/07/2015;22:00:00;2;0.5;10;18;;121;1.7;27.9;0.0
29/07/2015;23:00:00;2;1.1;19;19;;98;2.1;27.5;0.0
29/07/2015;0:00:00;2;1.3;11;21;;140;2.6;27.3;0.0
30/07/2015;1:00:00;2;0.6;11;19;;254;1.7;27.1;0.0
30/07/2015;2:00:00;2;0.3;9;19;;201;1.4;26.8;0.0
30/07/2015;3:00:00;2;0.1;6;18;;166;1.4;26.8;0.0
30/07/2015;4:00:00;1;1.2;18;18;;137;2.0;26.3;0.0
30/07/2015;5:00:00;2;2.7;21;18;;220;2.1;25.5;0.0
30/07/2015;6:00:00;2;5.1;29;23;;265;2.4;25.9;0.0
30/07/2015;7:00:00;2;8.7;27;29;;236;3.3;26.3;0.0
30/07/2015;8:00:00;2;6.5;17;28;;147;5.4;27.3;0.0
30/07/2015;9:00:00;2;6.4;14;34;;165;6.1;27.8;0.0
30/07/2015;10:00:00;2;4.9;12;21;;157;5.7;28.7;0.0
30/07/2015;11:00:00;2;5.0;11;33;;227;5.7;29.4;0.0
30/07/2015;12:00:00;2;4.4;11;38;;229;5.5;30.1;0.0
30/07/2015;13:00:00;2;3.6;12;31;;249;3.4;30.8;0.0
30/07/2015;14:00:00;2;2.7;10;24;;160;4.3;31.9;0.0
30/07/2015;15:00:00;2;3.5;12;38;;172;6.0;31.2;0.0
30/07/2015;16:00:00;2;3.1;13;39;;127;6.7;30.0;0.0
30/07/2015;17:00:00;2;3.1;13;51;;161;6.4;29.0;0.0
30/07/2015;18:00:00;2;3.2;15;29;;146;4.5;29.1;0.0
30/07/2015;19:00:00;2;2.2;19;28;;295;2.9;29.0;0.0
30/07/2015;20:00:00;1;2.3;17;31;;126;3.5;28.2;0.0
30/07/2015;21:00:00;2;1.8;15;28;;110;6.5;26.2;0.0
30/07/2015;22:00:00;2;1.2;10;21;;121;6.3;25.2;0.0
30/07/2015;23:00:00;2;1.0;8;16;;81;5.5;24.8;0.0
30/07/2015;0:00:00;1;1.1;9;15;;95;3.9;24.4;0.0
31/07/2015;1:00:00;2;1.0;10;16;;187;2.3;24.1;0.0
31/07/2015;2:00:00;2;0.2;15;19;;93;0.9;23.7;0.0
31/07/2015;3:00:00;2;3.6;22;22;;237;0.9;23.7;0.0
31/07/2015;4:00:00;2;1.5;33;22;;66;1.4;23.0;0.0
31/07/2015;5:00:00;2;2.6;25;22;;107;1.9;22.8;0.0
31/07/2015;6:00:00;2;2.6;44;26;;246;0.8;22.6;0.0
31/07/2015;7:00:00;2;10.7;42;29;;147;2.3;23.0;0.0
31/07/2015;8:00:00;2;10.1;30;28;;134;2.9;24.4;0.0
31/07/2015;9:00:00;2;5.8;19;23;;135;4.3;26.2;0.0
31/07/2015;10:00:00;2;4.9;18;19;;117;3.9;27.9;0.0
31/07/2015;11:00:00;2;3.8;15;21;;150;3.7;29.6;0.0
31/07/2015;12:00:00;2;2.9;13;20;;172;2.8;30.9;0.0
31/07/2015;13:00:00;2;3.0;10;34;;224;2.4;32.2;0.0
31/07/2015;14:00:00;2;3.0;6;13;;184;3.0;32.2;0.0
31/07/2015;15:00:00;2;0.5;3;36;;164;5.0;32.3;0.0
31/07/2015;16:00:00;2;0.8;3;17;;153;4.6;31.7;0.0
31/07/2015;17:00:00;2;1.6;10;19;;115;3.8;32.1;0.0
31/07/2015;18:00:00;2;1.8;14;20;;113;3.4;31.5;0.0
31/07/2015;19:00:00;2;3.2;31;26;;89;3.8;30.3;0.0
31/07/2015;20:00:00;2;1.5;22;33;;157;3.2;29.2;0.0
31/07/2015;21:00:00;2;1.1;23;19;;127;2.5;28.1;0.0
31/07/2015;22:00:00;2;1.3;28;35;;123;2.8;27.4;0.0
31/07/2015;23:00:00;2;1.0;13;29;;210;3.6;26.8;0.0
31/07/2015;0:00:00;2;0.9;12;22;;196;4.2;26.0;0.0
01/08/2015;1:00:00;2;0.5;7;22;;134;4.0;25.9;0.0
01/08/2015;2:00:00;2;0.2;6;17;;208;3.4;25.7;0.0
01/08/2015;3:00:00;1;0.0;8;19;;314;2.6;26.2;0.0
01/08/2015;4:00:00;2;0.2;13;17;;231;2.3;26.5;0.0
01/08/2015;5:00:00;2;1.0;21;16;;140;5.1;25.7;0.0
01/08/2015;6:00:00;2;1.1;12;21;;204;7.3;25.0;0.0
